Multi Channel DataManager 1.14.8.22147 ASCII Export
File version: 1
Stream label: Spike Detector (1);Spike Detector; Spike Timestamps1
Stream type: TimeStamp
Data subtype: NeuralSpike

47 (ID=0) [µs],48 (ID=1) [µs],46 (ID=2) [µs],45 (ID=3) [µs],38 (ID=4) [µs],37 (ID=5) [µs],28 (ID=6) [µs],36 (ID=7) [µs],27 (ID=8) [µs],17 (ID=9) [µs],26 (ID=10) [µs],16 (ID=11) [µs],35 (ID=12) [µs],25 (ID=13) [µs],15 (ID=14) [µs],14 (ID=15) [µs],24 (ID=16) [µs],34 (ID=17) [µs],13 (ID=18) [µs],23 (ID=19) [µs],12 (ID=20) [µs],22 (ID=21) [µs],33 (ID=22) [µs],21 (ID=23) [µs],32 (ID=24) [µs],31 (ID=25) [µs],44 (ID=26) [µs],43 (ID=27) [µs],41 (ID=28) [µs],42 (ID=29) [µs],52 (ID=30) [µs],51 (ID=31) [µs],53 (ID=32) [µs],54 (ID=33) [µs],61 (ID=34) [µs],62 (ID=35) [µs],71 (ID=36) [µs],63 (ID=37) [µs],72 (ID=38) [µs],82 (ID=39) [µs],73 (ID=40) [µs],83 (ID=41) [µs],64 (ID=42) [µs],74 (ID=43) [µs],84 (ID=44) [µs],85 (ID=45) [µs],75 (ID=46) [µs],65 (ID=47) [µs],86 (ID=48) [µs],76 (ID=49) [µs],87 (ID=50) [µs],77 (ID=51) [µs],66 (ID=52) [µs],78 (ID=53) [µs],67 (ID=54) [µs],68 (ID=55) [µs],55 (ID=56) [µs],56 (ID=57) [µs],58 (ID=58) [µs],57 (ID=59) [µs]
,,,,,393772080,,,,,,,,,,,,,,,,,,,,,383495720,549430000,,84365000,,204505120,,,,473489160,,,,,,,,,,,,,267199360,345062880,,,,243801200,,,,,,
,,,,,393893040,,,,,,,,,,,,,,,,,,,,,383646040,549607760,,84380640,,204546400,,,,473516520,,,,,,,,,,,,,267466080,345663000,,,,243870120,,,,,,
,,,,,394029760,,,,,,,,,,,,,,,,,,,,,383805160,549827280,,84522440,,204603640,,,,473665160,,,,,,,,,,,,,267601360,346139960,,,,243948280,,,,,,
,,,,,394156720,,,,,,,,,,,,,,,,,,,,,383808880,549889240,,84553320,,205081240,,,,476736680,,,,,,,,,,,,,267789360,346824840,,,,244566800,,,,,,
,,,,,397039560,,,,,,,,,,,,,,,,,,,,,384025160,549902640,,91028080,,205309760,,,,477197760,,,,,,,,,,,,,278488000,347111440,,,,244690600,,,,,,
,,,,,397071120,,,,,,,,,,,,,,,,,,,,,384485760,549938240,,91034840,,205437400,,,,493661400,,,,,,,,,,,,,278496680,347281560,,,,245061560,,,,,,
,,,,,397107680,,,,,,,,,,,,,,,,,,,,,384629200,550041520,,91042360,,206040960,,,,493829520,,,,,,,,,,,,,278506640,348363560,,,,245535120,,,,,,
,,,,,397174520,,,,,,,,,,,,,,,,,,,,,384832400,550585360,,91055200,,206212240,,,,493889440,,,,,,,,,,,,,278573920,348566720,,,,245660680,,,,,,
,,,,,399604000,,,,,,,,,,,,,,,,,,,,,385690320,550810080,,91075000,,206318560,,,,494172680,,,,,,,,,,,,,278622440,348762480,,,,245857320,,,,,,
,,,,,399673000,,,,,,,,,,,,,,,,,,,,,389830640,550845360,,91113680,,206415280,,,,494679520,,,,,,,,,,,,,278678520,360881480,,,,256876320,,,,,,
,,,,,399870920,,,,,,,,,,,,,,,,,,,,,390013400,551550800,,91162480,,214301120,,,,494791280,,,,,,,,,,,,,279282720,361118480,,,,257089040,,,,,,
,,,,,400052960,,,,,,,,,,,,,,,,,,,,,390076600,551645600,,91167840,,214435320,,,,494873200,,,,,,,,,,,,,279389520,361314440,,,,257238800,,,,,,
,,,,,400178320,,,,,,,,,,,,,,,,,,,,,390102320,552163240,,91234080,,214630000,,,,505884440,,,,,,,,,,,,,279489600,361400440,,,,257305040,,,,,,
,,,,,407321560,,,,,,,,,,,,,,,,,,,,,390302720,552256360,,91294440,,214709160,,,,505964360,,,,,,,,,,,,,279877960,361496840,,,,257457120,,,,,,
,,,,,407341640,,,,,,,,,,,,,,,,,,,,,390403840,552322880,,91357640,,214873560,,,,506417080,,,,,,,,,,,,,280009640,361602200,,,,257638680,,,,,,
,,,,,407429360,,,,,,,,,,,,,,,,,,,,,391073160,552538400,,91362240,,215215880,,,,506491120,,,,,,,,,,,,,280157560,361714680,,,,257876160,,,,,,
,,,,,407497920,,,,,,,,,,,,,,,,,,,,,392393840,554029920,,91422000,,215466800,,,,507978320,,,,,,,,,,,,,286559280,361833280,,,,258305120,,,,,,
,,,,,407569760,,,,,,,,,,,,,,,,,,,,,392562640,554730840,,91490360,,215550400,,,,508044600,,,,,,,,,,,,,286568480,366330360,,,,258453040,,,,,,
,,,,,407720040,,,,,,,,,,,,,,,,,,,,,392643320,555331280,,91540040,,215627640,,,,510142560,,,,,,,,,,,,,286579800,366767920,,,,258547840,,,,,,
,,,,,408001880,,,,,,,,,,,,,,,,,,,,,392979520,555436520,,91562840,,215712920,,,,510291640,,,,,,,,,,,,,286664720,367064160,,,,258803760,,,,,,
,,,,,423701000,,,,,,,,,,,,,,,,,,,,,393522600,555995600,,91663160,,215844320,,,,510376600,,,,,,,,,,,,,286715040,367370840,,,,265851000,,,,,,
,,,,,423725840,,,,,,,,,,,,,,,,,,,,,393526000,556165000,,91674800,,223591960,,,,510636080,,,,,,,,,,,,,286835120,367528160,,,,265955360,,,,,,
,,,,,423736960,,,,,,,,,,,,,,,,,,,,,393749320,556191880,,91770080,,223595080,,,,511308720,,,,,,,,,,,,,287077200,367637120,,,,266000680,,,,,,
,,,,,423912200,,,,,,,,,,,,,,,,,,,,,394302880,556355880,,91782840,,223675560,,,,516288360,,,,,,,,,,,,,287175880,367751280,,,,266134680,,,,,,
,,,,,423978800,,,,,,,,,,,,,,,,,,,,,394362880,556395040,,91805440,,223716320,,,,516342920,,,,,,,,,,,,,287551000,383238080,,,,266230920,,,,,,
,,,,,424182880,,,,,,,,,,,,,,,,,,,,,396848400,556419320,,91864480,,223779880,,,,516639720,,,,,,,,,,,,,287716920,383324600,,,,266317640,,,,,,
,,,,,425077800,,,,,,,,,,,,,,,,,,,,,397483480,556517960,,91889520,,223845960,,,,531398360,,,,,,,,,,,,,287919800,383809320,,,,266430040,,,,,,
,,,,,436020240,,,,,,,,,,,,,,,,,,,,,397765600,556560760,,91962040,,223946520,,,,532887920,,,,,,,,,,,,,288191960,384037440,,,,266722840,,,,,,
,,,,,436032520,,,,,,,,,,,,,,,,,,,,,397944080,556933760,,91971120,,224028840,,,,545324600,,,,,,,,,,,,,288403880,384161960,,,,266942520,,,,,,
,,,,,436048440,,,,,,,,,,,,,,,,,,,,,398224840,557009280,,92117520,,224360760,,,,545448000,,,,,,,,,,,,,289124760,384821840,,,,267578040,,,,,,
,,,,,436165960,,,,,,,,,,,,,,,,,,,,,398594880,557381080,,92129960,,224474080,,,,545573720,,,,,,,,,,,,,289183880,385345160,,,,267638200,,,,,,
,,,,,436955080,,,,,,,,,,,,,,,,,,,,,398837360,558320400,,92239280,,224577720,,,,545814080,,,,,,,,,,,,,289307600,385569680,,,,278447680,,,,,,
,,,,,437394840,,,,,,,,,,,,,,,,,,,,,398841280,558512840,,92275200,,224602120,,,,555320400,,,,,,,,,,,,,289571720,385633440,,,,278568280,,,,,,
,,,,,437691240,,,,,,,,,,,,,,,,,,,,,400135800,559018880,,99640320,,224938600,,,,555566640,,,,,,,,,,,,,289960560,390143120,,,,278618840,,,,,,
,,,,,437958560,,,,,,,,,,,,,,,,,,,,,400410480,559388040,,99647680,,232517400,,,,564836960,,,,,,,,,,,,,290181680,390498200,,,,278962920,,,,,,
,,,,,451770400,,,,,,,,,,,,,,,,,,,,,407196280,559556480,,99654560,,232586440,,,,564990960,,,,,,,,,,,,,301348640,390646640,,,,279045560,,,,,,
,,,,,451806880,,,,,,,,,,,,,,,,,,,,,407199320,559693440,,99673800,,232628240,,,,566733280,,,,,,,,,,,,,301355880,391090080,,,,279140280,,,,,,
,,,,,451818360,,,,,,,,,,,,,,,,,,,,,407214440,559735720,,99692400,,232701600,,,,566857160,,,,,,,,,,,,,301363960,391280000,,,,279365000,,,,,,
,,,,,451831440,,,,,,,,,,,,,,,,,,,,,407342760,560384200,,99731080,,232780800,,,,567130760,,,,,,,,,,,,,301367080,391385840,,,,279472600,,,,,,
,,,,,452689360,,,,,,,,,,,,,,,,,,,,,407421240,560479320,,99798760,,232841200,,,,577199480,,,,,,,,,,,,,301489440,391477840,,,,279570760,,,,,,
,,,,,453170760,,,,,,,,,,,,,,,,,,,,,407499640,560596840,,99845720,,233028400,,,,577426480,,,,,,,,,,,,,301565520,391661200,,,,279672840,,,,,,
,,,,,453611600,,,,,,,,,,,,,,,,,,,,,407564520,561001520,,99852480,,233137480,,,,577572680,,,,,,,,,,,,,301633000,391869560,,,,279976840,,,,,,
,,,,,457421080,,,,,,,,,,,,,,,,,,,,,408336520,561161280,,99912040,,233216320,,,,577694520,,,,,,,,,,,,,301764960,392003720,,,,280121920,,,,,,
,,,,,457437160,,,,,,,,,,,,,,,,,,,,,408597880,561353440,,99917920,,233280560,,,,591334760,,,,,,,,,,,,,301771240,392132000,,,,286509320,,,,,,
,,,,,457460760,,,,,,,,,,,,,,,,,,,,,423651720,561758800,,99997480,,233459480,,,,592025240,,,,,,,,,,,,,302358840,392423240,,,,286617360,,,,,,
,,,,,457486120,,,,,,,,,,,,,,,,,,,,,423824320,562061640,,100004880,,233578960,,,,592322280,,,,,,,,,,,,,302476960,392994160,,,,286721840,,,,,,
,,,,,457515680,,,,,,,,,,,,,,,,,,,,,424190040,562413560,,100086720,,233695840,,,,592440800,,,,,,,,,,,,,302626720,393374480,,,,286906080,,,,,,
,,,,,457614040,,,,,,,,,,,,,,,,,,,,,424193240,562698680,,100096560,,233863280,,,,592781080,,,,,,,,,,,,,303038840,393491600,,,,286984280,,,,,,
,,,,,457693880,,,,,,,,,,,,,,,,,,,,,435954280,563607560,,100191240,,234000000,,,,592911680,,,,,,,,,,,,,303232160,393765440,,,,287066160,,,,,,
,,,,,457772080,,,,,,,,,,,,,,,,,,,,,435957360,564208280,,100203720,,234110200,,,,593055160,,,,,,,,,,,,,315276280,394326920,,,,287264240,,,,,,
,,,,,457852320,,,,,,,,,,,,,,,,,,,,,435996120,565049800,,100306880,,234289640,,,,593420600,,,,,,,,,,,,,315283480,397563520,,,,287379080,,,,,,
,,,,,457932280,,,,,,,,,,,,,,,,,,,,,436417000,565086400,,100322760,,234471920,,,,593903240,,,,,,,,,,,,,315287200,397942200,,,,287773640,,,,,,
,,,,,458039320,,,,,,,,,,,,,,,,,,,,,436420280,565969920,,100458680,,234569400,,,,594038760,,,,,,,,,,,,,315296480,398219760,,,,288080040,,,,,,
,,,,,469809880,,,,,,,,,,,,,,,,,,,,,436560160,566349640,,100469800,,234666200,,,,594426160,,,,,,,,,,,,,315591040,398585880,,,,288127920,,,,,,
,,,,,469824320,,,,,,,,,,,,,,,,,,,,,436925000,566657200,,100648160,,234800360,,,,594651480,,,,,,,,,,,,,315672720,398689120,,,,288511800,,,,,,
,,,,,469834480,,,,,,,,,,,,,,,,,,,,,437144640,567010360,,100655040,,243510360,,,,594981920,,,,,,,,,,,,,316036920,398824680,,,,288798800,,,,,,
,,,,,469902560,,,,,,,,,,,,,,,,,,,,,437465960,567034600,,100785080,,243664240,,,,595779360,,,,,,,,,,,,,316257480,399521480,,,,289035080,,,,,,
,,,,,469958320,,,,,,,,,,,,,,,,,,,,,437538720,567292280,,100789720,,243719480,,,,595990600,,,,,,,,,,,,,316517440,399846800,,,,289303000,,,,,,
,,,,,470169000,,,,,,,,,,,,,,,,,,,,,451754680,567502160,,101020680,,243800520,,,,,,,,,,,,,,,,,316657440,407427160,,,,289576400,,,,,,
,,,,,470572880,,,,,,,,,,,,,,,,,,,,,451790680,567506440,,101130480,,243882200,,,,,,,,,,,,,,,,,316794360,407636800,,,,289655880,,,,,,
,,,,,471254320,,,,,,,,,,,,,,,,,,,,,451948120,567532800,,101144920,,244227400,,,,,,,,,,,,,,,,,318090200,407720800,,,,289904080,,,,,,
,,,,,473700080,,,,,,,,,,,,,,,,,,,,,452196640,567579360,,101162320,,244464320,,,,,,,,,,,,,,,,,318183120,407903280,,,,290047160,,,,,,
,,,,,473742120,,,,,,,,,,,,,,,,,,,,,452405280,568520000,,101365720,,244590040,,,,,,,,,,,,,,,,,318322520,408100320,,,,290319760,,,,,,
,,,,,473761960,,,,,,,,,,,,,,,,,,,,,453331120,568861680,,101464560,,244710320,,,,,,,,,,,,,,,,,318434680,423666800,,,,290323320,,,,,,
,,,,,473842600,,,,,,,,,,,,,,,,,,,,,453433720,569088320,,101480560,,244838840,,,,,,,,,,,,,,,,,318717840,423788680,,,,301788240,,,,,,
,,,,,473935160,,,,,,,,,,,,,,,,,,,,,453540600,569385680,,101603320,,245218600,,,,,,,,,,,,,,,,,318809080,423821640,,,,301854400,,,,,,
,,,,,474007920,,,,,,,,,,,,,,,,,,,,,457235800,570152040,,101638880,,245457840,,,,,,,,,,,,,,,,,319217040,424260920,,,,302059600,,,,,,
,,,,,474120600,,,,,,,,,,,,,,,,,,,,,457251880,570441960,,108110240,,245692920,,,,,,,,,,,,,,,,,320766760,424597600,,,,302213520,,,,,,
,,,,,474326240,,,,,,,,,,,,,,,,,,,,,469753800,571047240,,108117440,,256811480,,,,,,,,,,,,,,,,,320836840,424814160,,,,302338520,,,,,,
,,,,,476923600,,,,,,,,,,,,,,,,,,,,,469763240,571145080,,108125080,,256831360,,,,,,,,,,,,,,,,,320984840,425204480,,,,302465360,,,,,,
,,,,,476961400,,,,,,,,,,,,,,,,,,,,,470011200,571165640,,108139080,,256872600,,,,,,,,,,,,,,,,,321435520,425324000,,,,302725120,,,,,,
,,,,,476988920,,,,,,,,,,,,,,,,,,,,,470879960,571274120,,108161800,,256966240,,,,,,,,,,,,,,,,,334809120,425531840,,,,303156400,,,,,,
,,,,,477007120,,,,,,,,,,,,,,,,,,,,,473511320,571287160,,108206520,,257016680,,,,,,,,,,,,,,,,,334813000,425611160,,,,303387120,,,,,,
,,,,,477043480,,,,,,,,,,,,,,,,,,,,,476758440,571301200,,108259400,,257071960,,,,,,,,,,,,,,,,,334817280,435964600,,,,315261880,,,,,,
,,,,,477114760,,,,,,,,,,,,,,,,,,,,,477006480,571693200,,108272200,,257200560,,,,,,,,,,,,,,,,,334826480,436224280,,,,315324440,,,,,,
,,,,,477182120,,,,,,,,,,,,,,,,,,,,,493671360,572278040,,108315600,,257292720,,,,,,,,,,,,,,,,,334923000,436492640,,,,315417280,,,,,,
,,,,,477282440,,,,,,,,,,,,,,,,,,,,,493675200,572565440,,108327480,,257376240,,,,,,,,,,,,,,,,,334968880,436568000,,,,315487600,,,,,,
,,,,,477374120,,,,,,,,,,,,,,,,,,,,,494240360,572741480,,108379640,,257452720,,,,,,,,,,,,,,,,,335232600,436652200,,,,315660840,,,,,,
,,,,,477758480,,,,,,,,,,,,,,,,,,,,,494611480,573153520,,108391040,,257630800,,,,,,,,,,,,,,,,,335345440,436834920,,,,315728640,,,,,,
,,,,,477878960,,,,,,,,,,,,,,,,,,,,,495115880,573682880,,108452360,,257728560,,,,,,,,,,,,,,,,,335592920,437233040,,,,316763800,,,,,,
,,,,,493724480,,,,,,,,,,,,,,,,,,,,,505897120,574610720,,108525000,,257830920,,,,,,,,,,,,,,,,,335866800,437483480,,,,316875520,,,,,,
,,,,,493739840,,,,,,,,,,,,,,,,,,,,,505981520,574659520,,108534640,,257947080,,,,,,,,,,,,,,,,,336097560,437586000,,,,316967680,,,,,,
,,,,,493751760,,,,,,,,,,,,,,,,,,,,,507107600,574724000,,108607880,,258069920,,,,,,,,,,,,,,,,,336263720,437800920,,,,317478560,,,,,,
,,,,,494091840,,,,,,,,,,,,,,,,,,,,,507777000,574780560,,108617000,,258182520,,,,,,,,,,,,,,,,,344075440,451760960,,,,317653680,,,,,,
,,,,,494232800,,,,,,,,,,,,,,,,,,,,,507959720,575577520,,108688120,,258466880,,,,,,,,,,,,,,,,,344082720,451955560,,,,318101160,,,,,,
,,,,,505952600,,,,,,,,,,,,,,,,,,,,,508639600,575923560,,108696960,,258801680,,,,,,,,,,,,,,,,,344094000,452328680,,,,318182720,,,,,,
,,,,,505967680,,,,,,,,,,,,,,,,,,,,,510053600,576217960,,108772560,,259009920,,,,,,,,,,,,,,,,,344208880,452896160,,,,319093920,,,,,,
,,,,,505988960,,,,,,,,,,,,,,,,,,,,,510139200,576361720,,108785880,,266128040,,,,,,,,,,,,,,,,,344927520,453403320,,,,319187840,,,,,,
,,,,,506056760,,,,,,,,,,,,,,,,,,,,,510633720,576378440,,108882200,,266211880,,,,,,,,,,,,,,,,,345147160,457259720,,,,319366520,,,,,,
,,,,,506486080,,,,,,,,,,,,,,,,,,,,,516176880,576612880,,108905560,,266318920,,,,,,,,,,,,,,,,,345685800,457345920,,,,320457120,,,,,,
,,,,,508234480,,,,,,,,,,,,,,,,,,,,,516900400,576891720,,108981960,,266405040,,,,,,,,,,,,,,,,,345909920,457414480,,,,320461240,,,,,,
,,,,,508289440,,,,,,,,,,,,,,,,,,,,,531392240,576967040,,109005680,,266419200,,,,,,,,,,,,,,,,,346141560,457760520,,,,320617680,,,,,,
,,,,,508331320,,,,,,,,,,,,,,,,,,,,,531510000,577259800,,109089400,,266619000,,,,,,,,,,,,,,,,,347922200,458019760,,,,320690640,,,,,,
,,,,,508450280,,,,,,,,,,,,,,,,,,,,,531552240,577995760,,109195040,,267185120,,,,,,,,,,,,,,,,,347936960,458393720,,,,321251280,,,,,,
,,,,,510326080,,,,,,,,,,,,,,,,,,,,,531836600,578055400,,109199000,,267561640,,,,,,,,,,,,,,,,,348177920,469885760,,,,321438880,,,,,,
,,,,,510370080,,,,,,,,,,,,,,,,,,,,,532885440,578505880,,110079680,,267765360,,,,,,,,,,,,,,,,,348268280,469938400,,,,321569680,,,,,,
,,,,,510443000,,,,,,,,,,,,,,,,,,,,,545338760,578684920,,110090880,,278484680,,,,,,,,,,,,,,,,,360694200,470315760,,,,322165760,,,,,,
,,,,,510464520,,,,,,,,,,,,,,,,,,,,,545342480,579054560,,110151920,,278616560,,,,,,,,,,,,,,,,,360705160,470658600,,,,334792360,,,,,,
,,,,,510549520,,,,,,,,,,,,,,,,,,,,,545505480,579393760,,110252320,,278743000,,,,,,,,,,,,,,,,,360713320,470977040,,,,334795800,,,,,,
,,,,,510625040,,,,,,,,,,,,,,,,,,,,,546338320,579763080,,110385600,,278891080,,,,,,,,,,,,,,,,,360837880,471187760,,,,334912520,,,,,,
,,,,,510764040,,,,,,,,,,,,,,,,,,,,,546518400,579913560,,110390080,,278977160,,,,,,,,,,,,,,,,,360895000,471359720,,,,335085120,,,,,,
,,,,,510867640,,,,,,,,,,,,,,,,,,,,,554997640,580134720,,110497280,,279066600,,,,,,,,,,,,,,,,,360991560,471480720,,,,335144800,,,,,,
,,,,,516254360,,,,,,,,,,,,,,,,,,,,,555005000,581089440,,110502880,,279283320,,,,,,,,,,,,,,,,,361064120,471659600,,,,335228920,,,,,,
,,,,,516275240,,,,,,,,,,,,,,,,,,,,,555438880,581292600,,110698760,,279387480,,,,,,,,,,,,,,,,,361136040,474397240,,,,335418320,,,,,,
,,,,,516290840,,,,,,,,,,,,,,,,,,,,,555650080,581661920,,110701920,,279490920,,,,,,,,,,,,,,,,,361237200,474535000,,,,335554600,,,,,,
,,,,,516306920,,,,,,,,,,,,,,,,,,,,,564851480,583083000,,119158840,,279495200,,,,,,,,,,,,,,,,,361419520,476997000,,,,335653280,,,,,,
,,,,,516372320,,,,,,,,,,,,,,,,,,,,,564900440,583333040,,119167960,,279603200,,,,,,,,,,,,,,,,,361730000,477095800,,,,336069800,,,,,,
,,,,,516427840,,,,,,,,,,,,,,,,,,,,,564961920,584005040,,119175040,,279723320,,,,,,,,,,,,,,,,,361847280,477278520,,,,336224920,,,,,,
,,,,,516503720,,,,,,,,,,,,,,,,,,,,,564985680,584038600,,119185040,,280149120,,,,,,,,,,,,,,,,,361975120,493679640,,,,336538960,,,,,,
,,,,,516900920,,,,,,,,,,,,,,,,,,,,,565074160,584233960,,119189320,,286553800,,,,,,,,,,,,,,,,,366390840,494230840,,,,336791520,,,,,,
,,,,,531427760,,,,,,,,,,,,,,,,,,,,,565340720,584464920,,119206240,,286663280,,,,,,,,,,,,,,,,,366401760,494994920,,,,336902000,,,,,,
,,,,,531437880,,,,,,,,,,,,,,,,,,,,,565516080,584803360,,119246400,,286706800,,,,,,,,,,,,,,,,,366415480,495483440,,,,337056720,,,,,,
,,,,,531450360,,,,,,,,,,,,,,,,,,,,,565847080,585683320,,119294480,,286767760,,,,,,,,,,,,,,,,,366549320,505905240,,,,344013640,,,,,,
,,,,,531624600,,,,,,,,,,,,,,,,,,,,,566296000,585880360,,119364320,,286829520,,,,,,,,,,,,,,,,,366626480,506105160,,,,344315440,,,,,,
,,,,,531694360,,,,,,,,,,,,,,,,,,,,,576278720,586129000,,119371000,,286898320,,,,,,,,,,,,,,,,,366867480,506211120,,,,344410760,,,,,,
,,,,,531769560,,,,,,,,,,,,,,,,,,,,,577037440,586195800,,119397720,,286906560,,,,,,,,,,,,,,,,,366952400,506331400,,,,344481200,,,,,,
,,,,,531844080,,,,,,,,,,,,,,,,,,,,,577099040,586861920,,119447440,,286972960,,,,,,,,,,,,,,,,,367539840,506382640,,,,344562880,,,,,,
,,,,,531926880,,,,,,,,,,,,,,,,,,,,,577195360,586982960,,119524080,,286981400,,,,,,,,,,,,,,,,,383243320,506546440,,,,344629320,,,,,,
,,,,,532020880,,,,,,,,,,,,,,,,,,,,,577344720,587068040,,119550200,,287062360,,,,,,,,,,,,,,,,,383249040,506779280,,,,344899640,,,,,,
,,,,,545391280,,,,,,,,,,,,,,,,,,,,,577349560,587468240,,119598080,,287072240,,,,,,,,,,,,,,,,,383260160,506871120,,,,344934320,,,,,,
,,,,,545406440,,,,,,,,,,,,,,,,,,,,,591155120,587743280,,119687680,,287162760,,,,,,,,,,,,,,,,,383433960,507689720,,,,346334240,,,,,,
,,,,,545417440,,,,,,,,,,,,,,,,,,,,,591162440,588034440,,119693560,,287172960,,,,,,,,,,,,,,,,,383491400,507989200,,,,346831600,,,,,,
,,,,,545490960,,,,,,,,,,,,,,,,,,,,,591502320,588390280,,119787040,,287274920,,,,,,,,,,,,,,,,,383651520,508054040,,,,347113600,,,,,,
,,,,,546346080,,,,,,,,,,,,,,,,,,,,,591574440,588419760,,119794720,,287400840,,,,,,,,,,,,,,,,,383737320,508581520,,,,347279880,,,,,,
,,,,,546660200,,,,,,,,,,,,,,,,,,,,,592121160,589551320,,119881160,,287544600,,,,,,,,,,,,,,,,,384062680,509073520,,,,347931520,,,,,,
,,,,,546857600,,,,,,,,,,,,,,,,,,,,,592316160,590271920,,119892080,,287631960,,,,,,,,,,,,,,,,,384215160,510118120,,,,348016040,,,,,,
,,,,,555058920,,,,,,,,,,,,,,,,,,,,,592373080,590307120,,119981160,,287719400,,,,,,,,,,,,,,,,,384534520,510252200,,,,348464920,,,,,,
,,,,,555070280,,,,,,,,,,,,,,,,,,,,,593158080,591004640,,120091840,,287919840,,,,,,,,,,,,,,,,,384653920,510817680,,,,348565240,,,,,,
,,,,,555083320,,,,,,,,,,,,,,,,,,,,,593931080,591235360,,120101720,,288178680,,,,,,,,,,,,,,,,,384844880,510910160,,,,348692240,,,,,,
,,,,,555114600,,,,,,,,,,,,,,,,,,,,,593934360,591257840,,120208040,,288371080,,,,,,,,,,,,,,,,,385382160,511123800,,,,348775320,,,,,,
,,,,,556006640,,,,,,,,,,,,,,,,,,,,,594166360,591656840,,120220840,,288519040,,,,,,,,,,,,,,,,,389848080,511172920,,,,348911160,,,,,,
,,,,,564914600,,,,,,,,,,,,,,,,,,,,,595801680,591780760,,120330640,,288610280,,,,,,,,,,,,,,,,,389855960,516353320,,,,349157760,,,,,,
,,,,,564929720,,,,,,,,,,,,,,,,,,,,,596004680,592043640,,120338640,,288871880,,,,,,,,,,,,,,,,,390024960,516876760,,,,360670640,,,,,,
,,,,,564947600,,,,,,,,,,,,,,,,,,,,,596235440,592241960,,120455400,,288946560,,,,,,,,,,,,,,,,,390141440,516962280,,,,360686240,,,,,,
,,,,,564962560,,,,,,,,,,,,,,,,,,,,,597388960,592487200,,120471400,,289091800,,,,,,,,,,,,,,,,,390237640,517056480,,,,360763560,,,,,,
,,,,,565005320,,,,,,,,,,,,,,,,,,,,,,593418640,,120604320,,289113480,,,,,,,,,,,,,,,,,390438920,517169680,,,,360982320,,,,,,
,,,,,565066520,,,,,,,,,,,,,,,,,,,,,,593701080,,120625280,,289178800,,,,,,,,,,,,,,,,,390551880,517587800,,,,361044360,,,,,,
,,,,,565133840,,,,,,,,,,,,,,,,,,,,,,594496320,,120717520,,289294080,,,,,,,,,,,,,,,,,390676800,531404560,,,,361222960,,,,,,
,,,,,565193800,,,,,,,,,,,,,,,,,,,,,,594628600,,120730200,,289421440,,,,,,,,,,,,,,,,,390933440,531479480,,,,361322000,,,,,,
,,,,,565328400,,,,,,,,,,,,,,,,,,,,,,595944520,,128697000,,289539880,,,,,,,,,,,,,,,,,391741640,531553280,,,,361405760,,,,,,
,,,,,565413240,,,,,,,,,,,,,,,,,,,,,,595965800,,128706240,,289555240,,,,,,,,,,,,,,,,,392316560,531765960,,,,361609640,,,,,,
,,,,,565644560,,,,,,,,,,,,,,,,,,,,,,597262240,,128712880,,289640800,,,,,,,,,,,,,,,,,392420440,532203560,,,,361724720,,,,,,
,,,,,565844320,,,,,,,,,,,,,,,,,,,,,,597880720,,128731520,,289723320,,,,,,,,,,,,,,,,,392585520,532433760,,,,366323880,,,,,,
,,,,,565919400,,,,,,,,,,,,,,,,,,,,,,597898480,,128747240,,289955480,,,,,,,,,,,,,,,,,393510520,533143640,,,,366390200,,,,,,
,,,,,566294200,,,,,,,,,,,,,,,,,,,,,,598018520,,128780360,,290121200,,,,,,,,,,,,,,,,,393566120,545345880,,,,366623640,,,,,,
,,,,,566398200,,,,,,,,,,,,,,,,,,,,,,598341640,,128822560,,290156680,,,,,,,,,,,,,,,,,393669040,545530480,,,,366694360,,,,,,
,,,,,566514280,,,,,,,,,,,,,,,,,,,,,,598574560,,128872320,,301329720,,,,,,,,,,,,,,,,,393783800,545630560,,,,366937240,,,,,,
,,,,,576340360,,,,,,,,,,,,,,,,,,,,,,598724760,,128880560,,301342680,,,,,,,,,,,,,,,,,393907320,545782760,,,,367074520,,,,,,
,,,,,576355240,,,,,,,,,,,,,,,,,,,,,,598775720,,128936200,,301489840,,,,,,,,,,,,,,,,,394036120,545836520,,,,367534840,,,,,,
,,,,,576370920,,,,,,,,,,,,,,,,,,,,,,599334960,,128947280,,301568840,,,,,,,,,,,,,,,,,397073120,545908720,,,,367636400,,,,,,
,,,,,576485960,,,,,,,,,,,,,,,,,,,,,,599624480,,129006600,,301635320,,,,,,,,,,,,,,,,,397081160,546792280,,,,367757680,,,,,,
,,,,,576754760,,,,,,,,,,,,,,,,,,,,,,,,129020920,,301761840,,,,,,,,,,,,,,,,,397094880,555007960,,,,383264080,,,,,,
,,,,,576835200,,,,,,,,,,,,,,,,,,,,,,,,129078560,,301832200,,,,,,,,,,,,,,,,,397231000,555015120,,,,383633440,,,,,,
,,,,,576922440,,,,,,,,,,,,,,,,,,,,,,,,129094840,,302003160,,,,,,,,,,,,,,,,,397478000,555253640,,,,383818800,,,,,,
,,,,,577499800,,,,,,,,,,,,,,,,,,,,,,,,129167080,,302083680,,,,,,,,,,,,,,,,,397562680,555362400,,,,383908720,,,,,,
